title,url,price_raw,body_type,assembly,exterior_color,registered_city,features,enrich_status,price,brand,price_log,feature_count,body_type_encoded,assembly_encoded,exterior_color_encoded,registered_city_encoded,brand_clean
"Honda N One  2014 Premium for Sale
6.6/10",https://www.pakwheels.com/used-cars/honda-n-one-2014-for-sale-in-lahore-11286542,PKR 25 lacs,Other,Other,Other,Other,,Done,2500000.0,Honda,14.731801689838349,0,0,0,0,0,Honda
"Toyota Tank  2019  for Sale
7.1/10",https://www.pakwheels.com/used-cars/toyota-tank-2019-for-sale-in-rawalpindi-11359393,PKR 36 lacs,Other,Other,Other,Other,,Pending,3600000.0,Toyota,15.096444681204078,0,0,0,0,0,Toyota
KIA Sportage L  2025 HEV for Sale,https://www.pakwheels.com/used-cars/kia-sportage-l-2025-for-sale-in-lahore-11362723,PKR 1.16 crore,Other,Other,Other,Other,,Pending,11600000.0,KIA,16.266515742283485,0,0,0,0,0,KIA
Toyota Hilux  2017 Revo G 3.0 for Sale,https://www.pakwheels.com/used-cars/toyota-hilux-2017-for-sale-in-karachi-11362722,PKR 78.5 lacs,Other,Other,Other,Other,,Pending,7850000.0,Toyota,15.876024217147117,0,0,0,0,0,Toyota
Toyota Yaris Hatchback  2021 X for Sale,https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2021-for-sale-in-islamabad-10490333,PKR 46.95 lacs,Other,Other,Other,Other,,Pending,4695000.0,Toyota,15.362008883617023,0,0,0,0,0,Toyota
"Toyota Yaris Hatchback  2019 X for Sale
8.1/10",https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2019-for-sale-in-lahore-11362693,PKR 42 lacs,Other,Other,Other,Other,,Pending,4200000.0,Toyota,15.250595321348806,0,0,0,0,0,Toyota
Toyota Raize  2020 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-islamabad-11222981,PKR 57.95 lacs,Other,Other,Other,Other,,Pending,5795000.0,Toyota,15.572506207318527,0,0,0,0,0,Toyota
Toyota Raize  2021 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2021-for-sale-in-islamabad-11241172,PKR 65.5 lacs,Other,Other,Other,Other,,Pending,6550000.0,Toyota,15.694975760283178,0,0,0,0,0,Toyota
Toyota Corolla  2014 Altis Automatic 1.6 for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-11362423,PKR 35.6 lacs,Other,Other,Other,Other,,Pending,3560000.0,Toyota,15.08527138372705,0,0,0,0,0,Toyota
Toyota Raize  2021 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2021-for-sale-in-islamabad-10850560,PKR 66.5 lacs,Other,Other,Other,Other,,Pending,6650000.0,Toyota,15.710127563007966,0,0,0,0,0,Toyota
Toyota Raize  2020 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-islamabad-10924443,PKR 63.95 lacs,Other,Other,Other,Other,,Pending,6395000.0,Toyota,15.671027149367234,0,0,0,0,0,Toyota
"Toyota Land Cruiser  2018 ZX for Sale
9.9/10",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2018-for-sale-in-islamabad-11323220,PKR 4.35 crore,Other,Other,Other,Other,,Pending,43500000.0,Toyota,17.588271519047417,0,0,0,0,0,Toyota
Mercedes Benz S Class  2000 S 320 for Sale,https://www.pakwheels.com/used-cars/mercedes-benz-s-class-2000-for-sale-in-karachi-11362729,PKR 48 lacs,Other,Other,Other,Other,,Pending,4800000.0,Mercedes,15.38412668421143,0,0,0,0,0,Other
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-multan-11362689,PKR 56 lacs,Other,Other,Other,Other,,Pending,5600000.0,Toyota,15.53827733427679,0,0,0,0,0,Toyota
Changan Alsvin  2022 1.5L DCT Lumiere for Sale,https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-multan-11362708,PKR 37 lacs,Other,Other,Other,Other,,Pending,3700000.0,Changan,15.123843647884687,0,0,0,0,0,Changan
Suzuki Alto  2026  for Sale,https://www.pakwheels.com/used-cars/suzuki-alto-2026-for-sale-in-karachi-11362709,PKR 34.2 lacs,Other,Other,Other,Other,,Pending,3420000.0,Suzuki,15.045151401436407,0,0,0,0,0,Suzuki
Mitsubishi Lancer  1993  for Sale,https://www.pakwheels.com/used-cars/mitsubishi-lancer-1993-for-sale-in-lahore-11362721,PKR 6 lacs,Other,Other,Other,Other,,Pending,600000.0,Mitsubishi,13.304686600863562,0,0,0,0,0,Other
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-khanewal-11362720,PKR 33.9 lacs,Other,Other,Other,Other,,Pending,3390000.0,Honda,15.03634077434184,0,0,0,0,0,Honda
Honda Vezel  2014 Hybrid X for Sale,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-11362719,PKR 48 lacs,Other,Other,Other,Other,,Pending,4800000.0,Honda,15.38412668421143,0,0,0,0,0,Honda
Suzuki Alto  2019  for Sale,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-islamabad-11362718,PKR 25 lacs,Other,Other,Other,Other,,Pending,2500000.0,Suzuki,14.731801689838349,0,0,0,0,0,Suzuki
Suzuki Cultus  2018 VXR for Sale,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-rawalpindi-11362717,PKR 27.9 lacs,Other,Other,Other,Other,,Pending,2790000.0,Suzuki,14.841552512220423,0,0,0,0,0,Suzuki
Nissan Moco  2008  for Sale,https://www.pakwheels.com/used-cars/nissan-moco-2008-for-sale-in-wah-cantt-11362710,PKR 21.5 lacs,Other,Other,Other,Other,,Pending,2150000.0,Nissan,14.580978865220017,0,0,0,0,0,Nissan
Nissan Clipper  2013 E for Sale,https://www.pakwheels.com/used-cars/nissan-clipper-2013-for-sale-in-karachi-11362711,PKR 15 lacs,Other,Other,Other,Other,,Pending,1500000.0,Nissan,14.220976332738882,0,0,0,0,0,Nissan
Daihatsu Move  2014 Custom X for Sale,https://www.pakwheels.com/used-cars/daihatsu-move-2014-for-sale-in-lahore-11355168,PKR 26.7 lacs,Other,Other,Other,Other,,Pending,2670000.0,Daihatsu,14.797589404908198,0,0,0,0,0,Daihatsu
Toyota Prius  2015 S Touring Selection 1.8 for Sale,https://www.pakwheels.com/used-cars/toyota-prius-2015-for-sale-in-sargodha-11362686,PKR 37 lacs,Other,Other,Other,Other,,Pending,3700000.0,Toyota,15.123843647884687,0,0,0,0,0,Toyota
Toyota Corolla Fielder  2015 Hybrid G  WB  for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2015-for-sale-in-peshawar-11360170,PKR 58.5 lacs,Other,Other,Other,Other,,Pending,5850000.0,Toyota,15.581952390148196,0,0,0,0,0,Toyota
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-peshawar-11291279,PKR 56.8 lacs,Other,Other,Other,Other,,Pending,5680000.0,Honda,15.552461966753656,0,0,0,0,0,Honda
Lexus CT200h  2018  for Sale,https://www.pakwheels.com/used-cars/lexus-ct200h-2018-for-sale-in-karachi-11362700,PKR 1.1 crore,Other,Other,Other,Other,,Pending,11000000.0,Lexus,16.213405921671733,0,0,0,0,0,Other
Toyota Prius  2014 S 1.8 for Sale,https://www.pakwheels.com/used-cars/toyota-prius-2014-for-sale-in-peshawar-10752831,PKR 47.9 lacs,Other,Other,Other,Other,,Pending,4790000.0,Toyota,15.382041178155344,0,0,0,0,0,Toyota
Suzuki Alto  2015 F for Sale,https://www.pakwheels.com/used-cars/suzuki-alto-2015-for-sale-in-islamabad-11362691,PKR 23.5 lacs,Other,Other,Other,Other,,Pending,2350000.0,Suzuki,14.669926311652166,0,0,0,0,0,Suzuki
Toyota Hilux  2015  for Sale,https://www.pakwheels.com/used-cars/toyota-hilux-2015-for-sale-in-peshawar-10475032,PKR 66.5 lacs,Other,Other,Other,Other,,Pending,6650000.0,Toyota,15.710127563007966,0,0,0,0,0,Toyota
"Suzuki Spacia  2022  for Sale
8.7/10",https://www.pakwheels.com/used-cars/suzuki-spacia-2022-for-sale-in-faisalabad-11212550,PKR 34.5 lacs,Other,Other,Other,Other,,Pending,3450000.0,Suzuki,15.053885078862573,0,0,0,0,0,Suzuki
Toyota Corolla  2014 GLi Automatic 1.6 VVTi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11250558,PKR 35.5 lacs,Other,Other,Other,Other,,Pending,3550000.0,Toyota,15.0824584431417,0,0,0,0,0,Toyota
KIA Sportage  2023 Alpha for Sale,https://www.pakwheels.com/used-cars/kia-sportage-2023-for-sale-in-lahore-11292145,PKR 61.9 lacs,Other,Other,Other,Other,,Pending,6190000.0,KIA,15.638445806211655,0,0,0,0,0,KIA
"Toyota Corolla  2016 Altis Automatic 1.6 for Sale
7/10",https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-11362608,PKR 41 lacs,Other,Other,Other,Other,,Pending,4100000.0,Toyota,15.226497775576945,0,0,0,0,0,Toyota
Honda City  2008 i-DSI for Sale,https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-lahore-11362706,PKR 25 lacs,Other,Other,Other,Other,,Pending,2500000.0,Honda,14.731801689838349,0,0,0,0,0,Honda
Toyota Passo  2007 X for Sale,https://www.pakwheels.com/used-cars/toyota-passo-2007-for-sale-in-karachi-11362704,PKR 17.3 lacs,Other,Other,Other,Other,,Pending,1730000.0,Toyota,14.363632544508476,0,0,0,0,0,Toyota
Toyota Corolla  2003 XLi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-islamabad-11362229,PKR 24.8 lacs,Other,Other,Other,Other,,Pending,2480000.0,Toyota,14.72376952136689,0,0,0,0,0,Toyota
Toyota Vitz  2014 F 1.0 for Sale,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-abbottabad-11362703,PKR 30.2 lacs,Other,Other,Other,Other,,Pending,3020000.0,Toyota,14.920767720476825,0,0,0,0,0,Toyota
KIA Sorento  2022 3.5 FWD for Sale,https://www.pakwheels.com/used-cars/kia-sorento-2022-for-sale-in-hyderabad-11362702,PKR 79 lacs,Other,Other,Other,Other,,Pending,7900000.0,KIA,15.882373444019521,0,0,0,0,0,KIA
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-faisalabad-11362701,PKR 39.25 lacs,Other,Other,Other,Other,,Pending,3925000.0,Honda,15.182877163975684,0,0,0,0,0,Honda
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-11362666,PKR 53 lacs,Other,Other,Other,Other,,Pending,5300000.0,Honda,15.483217567201578,0,0,0,0,0,Honda
Toyota Land Cruiser  1997  for Sale,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1997-for-sale-in-peshawar-11362699,PKR 42.5 lacs,Other,Other,Other,Other,,Pending,4250000.0,Toyota,15.26242977619469,0,0,0,0,0,Toyota
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11362698,PKR 37.35 lacs,Other,Other,Other,Other,,Pending,3735000.0,Honda,15.133258644286636,0,0,0,0,0,Honda
Mitsubishi Lancer  1993  for Sale,https://www.pakwheels.com/used-cars/mitsubishi-lancer-1993-for-sale-in-rawalpindi-11362696,PKR 9 lacs,Other,Other,Other,Other,,Pending,900000.0,Mitsubishi,13.710151153416941,0,0,0,0,0,Other
Toyota Corolla  2011 XLi VVTi Ecotec for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-hyderabad-11362692,PKR 24.5 lacs,Other,Other,Other,Other,,Pending,2450000.0,Toyota,14.711598990684092,0,0,0,0,0,Toyota
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11362688,PKR 67.6 lacs,Other,Other,Other,Other,,Pending,6759999.0,Honda,15.726533448019147,0,0,0,0,0,Honda
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-11362685,PKR 6.4 lacs,Other,Other,Other,Other,,Pending,640000.0,Toyota,13.369225017834633,0,0,0,0,0,Toyota
Toyota Corolla  2012 GLi Automatic 1.6 VVTi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-karachi-11362684,PKR 30.5 lacs,Other,Other,Other,Other,,Pending,3050000.0,Toyota,14.930652476452392,0,0,0,0,0,Toyota
Toyota Raize  2020 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-islamabad-11362678,PKR 64.25 lacs,Other,Other,Other,Other,,Pending,6425000.0,Toyota,15.675707344387568,0,0,0,0,0,Toyota
Nissan Dayz  2015 Bolero J for Sale,https://www.pakwheels.com/used-cars/nissan-dayz-2015-for-sale-in-islamabad-11360483,PKR 23.5 lacs,Other,Other,Other,Other,,Pending,2350000.0,Nissan,14.669926311652166,0,0,0,0,0,Nissan
Toyota Corona  2001 EX Saloon for Sale,https://www.pakwheels.com/used-cars/toyota-corona-2001-for-sale-in-peshawar-11342548,PKR 27 lacs,Other,Other,Other,Other,,Pending,2700000.0,Toyota,14.80876270134486,0,0,0,0,0,Toyota
"Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale
8.2/10",https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11342409,PKR 49 lacs,Other,Other,Other,Other,,Pending,4900000.0,Honda,15.404745967162468,0,0,0,0,0,Honda
Toyota Fortuner  2022 2.7 V for Sale,https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-hyderabad-11362676,PKR 1.33 crore,Other,Other,Other,Other,,Pending,13300000.0,Toyota,16.40327466837995,0,0,0,0,0,Toyota
Toyota Land Cruiser 6th (J100) Generation 2003 Cygnus for Sale,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2003-for-sale-in-lahore-11285343,PKR 84 lacs,Other,Other,Other,Other,,Pending,8400000.0,Toyota,15.943742382861155,0,0,0,0,0,Toyota
"Toyota Raize  2020 Z for Sale
9.3/10",https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-gujranwala-11304888,PKR 58.5 lacs,Other,Other,Other,Other,,Pending,5850000.0,Toyota,15.581952390148196,0,0,0,0,0,Toyota
"Toyota Vitz  2010 F 1.0 for Sale
5.6/10",https://www.pakwheels.com/used-cars/toyota-vitz-2010-for-sale-in-lahore-11304632,PKR 24 lacs,Other,Other,Other,Other,,Pending,2400000.0,Toyota,14.690979711984754,0,0,0,0,0,Toyota
"Suzuki Mehran  2015 VXR Euro II for Sale
8.5/10",https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-karachi-11251138,PKR 14 lacs,Other,Other,Other,Other,,Pending,1400000.0,Suzuki,14.151983508870947,0,0,0,0,0,Suzuki
"Changan Alsvin  2022 1.5L DCT Lumiere for Sale
9.2/10",https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-islamabad-11341415,PKR 38.5 lacs,Other,Other,Other,Other,,Pending,3850000.0,Changan,15.163583966004193,0,0,0,0,0,Changan
"Suzuki Mehran  2011 VXR (CNG) for Sale
4/10",https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-karachi-11362545,PKR 8.5 lacs,Other,Other,Other,Other,,Pending,850000.0,Suzuki,13.652992804936396,0,0,0,0,0,Suzuki
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-peshawar-11351966,PKR 58.5 lacs,Other,Other,Other,Other,,Pending,5850000.0,Honda,15.581952390148196,0,0,0,0,0,Honda
Suzuki Alto  2008 VXR (CNG) for Sale,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-lahore-11362677,PKR 11.25 lacs,Other,Other,Other,Other,,Pending,1125000.0,Suzuki,13.933294482509151,0,0,0,0,0,Suzuki
Suzuki Wagon R  2022 Custom Z Hybrid ZT for Sale,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-karachi-11362682,PKR 33 lacs,Other,Other,Other,Other,,Pending,3300000.0,Suzuki,15.009433329466965,0,0,0,0,0,Suzuki
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-attock-11343179,PKR 13 lacs,Other,Other,Other,Other,,Pending,1300000.0,Toyota,14.077875591662238,0,0,0,0,0,Toyota
Suzuki Cultus  2016 Limited Edition for Sale,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-karachi-11362681,PKR 16.3 lacs,Other,Other,Other,Other,,Pending,1630000.0,Suzuki,14.30409118627969,0,0,0,0,0,Suzuki
Suzuki Wagon R  2006 FX for Sale,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2006-for-sale-in-lahore-11362680,PKR 17.5 lacs,Other,Other,Other,Other,,Pending,1750000.0,Suzuki,14.375126917328105,0,0,0,0,0,Suzuki
Suzuki Bolan  2005 VX for Sale,https://www.pakwheels.com/used-cars/suzuki-bolan-2005-for-sale-in-faisalabad-11362679,PKR 6.5 lacs,Other,Other,Other,Other,,Pending,650000.0,Suzuki,13.384729180332174,0,0,0,0,0,Suzuki
Toyota Prado 2nd (J90) Generation 2025 TX Limited 2.7 for Sale,https://www.pakwheels.com/used-cars/toyota-prado-2025-for-sale-in-sialkot-11362573,PKR 3.2 crore,Other,Other,Other,Other,,Pending,32000000.0,Toyota,17.281246492014,0,0,0,0,0,Toyota
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-arifwala-11362674,PKR 25.75 lacs,Other,Other,Other,Other,,Pending,2575000.0,Honda,14.761360480429413,0,0,0,0,0,Honda
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-narowal-11362675,PKR 33 lacs,Other,Other,Other,Other,,Pending,3300000.0,Honda,15.009433329466965,0,0,0,0,0,Honda
Suzuki Cultus  2025 VXL for Sale,https://www.pakwheels.com/used-cars/suzuki-cultus-2025-for-sale-in-islamabad-11362625,PKR 35.5 lacs,Other,Other,Other,Other,,Pending,3550000.0,Suzuki,15.0824584431417,0,0,0,0,0,Suzuki
Suzuki MR Wagon  2007  for Sale,https://www.pakwheels.com/used-cars/suzuki-mr-wagon-2007-for-sale-in-islamabad-11362671,PKR 17.5 lacs,Other,Other,Other,Other,,Pending,1750000.0,Suzuki,14.375126917328105,0,0,0,0,0,Suzuki
Honda City 5th (GM2) Generation 2013 Aspire 1.3 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-karachi-11362667,PKR 27.25 lacs,Other,Other,Other,Other,,Pending,2725000.0,Honda,14.817979353051891,0,0,0,0,0,Honda
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-11362661,PKR 38.2 lacs,Other,Other,Other,Other,,Pending,3820000.0,Toyota,15.155761242362829,0,0,0,0,0,Toyota
Mercedes Benz E Class 4th (W212) Generation 2010 E200 for Sale,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2010-for-sale-in-islamabad-11362651,PKR 85 lacs,Other,Other,Other,Other,,Pending,8500000.0,Mercedes,15.955576839107596,0,0,0,0,0,Other
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-gujrat-11361695,PKR 76 lacs,Other,Other,Other,Other,,Pending,7600000.0,Honda,15.843658936835498,0,0,0,0,0,Honda
KIA Picanto  2023 1.0 MT for Sale,https://www.pakwheels.com/used-cars/kia-picanto-2023-for-sale-in-rahim-yar-khan-11362664,PKR 28 lacs,Other,Other,Other,Other,,Pending,2800000.0,KIA,14.845130332288226,0,0,0,0,0,KIA
MG HS  2022 Trophy for Sale,https://www.pakwheels.com/used-cars/mg-hs-2022-for-sale-in-karachi-11362632,PKR 60 lacs,Other,Other,Other,Other,,Pending,6000000.0,MG,15.607270193858982,0,0,0,0,0,MG
Hyundai Tucson  2021 FWD A/T GLS Sport for Sale,https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-lahore-11326473,PKR 70.5 lacs,Other,Other,Other,Other,,Pending,7050000.0,Hyundai,15.768538316632412,0,0,0,0,0,Hyundai
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11362640,PKR 58 lacs,Other,Other,Other,Other,,Pending,5800000.0,Toyota,15.573368647930426,0,0,0,0,0,Toyota
Suzuki Wagon R  2022 AGS for Sale,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-11362641,PKR 32.75 lacs,Other,Other,Other,Other,,Pending,3275000.0,Suzuki,15.001828732394953,0,0,0,0,0,Suzuki
Toyota Corolla  2012 XLi VVTi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-11362635,PKR 27.5 lacs,Other,Other,Other,Other,,Pending,2750000.0,Toyota,14.827111833279051,0,0,0,0,0,Toyota
Toyota Raize  2020 Z for Sale,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-lahore-11293607,PKR 60.9 lacs,Other,Other,Other,Other,,Pending,6090000.0,Toyota,15.622158803889679,0,0,0,0,0,Toyota
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11319828,PKR 49.5 lacs,Other,Other,Other,Other,,Pending,4950000.0,Honda,15.414898336565054,0,0,0,0,0,Honda
Toyota Corolla  2019 XLi Automatic for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-gujranwala-11362367,PKR 46.5 lacs,Other,Other,Other,Other,,Pending,4650000.0,Toyota,15.35237799261728,0,0,0,0,0,Toyota
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11362623,PKR 68 lacs,Other,Other,Other,Other,,Pending,6800000.0,Honda,15.732433317205148,0,0,0,0,0,Honda
KIA Picanto  2021 1.0 AT for Sale,https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-11344906,PKR 31 lacs,Other,Other,Other,Other,,Pending,3100000.0,KIA,14.946912992035967,0,0,0,0,0,KIA
Hyundai Sonata  2023 2.5 for Sale,https://www.pakwheels.com/used-cars/hyundai-sonata-2023-for-sale-in-karachi-11362513,PKR 96.5 lacs,Other,Other,Other,Other,,Pending,9650000.0,Hyundai,16.082468576942105,0,0,0,0,0,Hyundai
"Changan Alsvin  2022 1.5L DCT Lumiere for Sale
9.2/10",https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-islamabad-11341415,PKR 38.5 lacs,Other,Other,Other,Other,,Pending,3850000.0,Changan,15.163583966004193,0,0,0,0,0,Changan
Toyota Corolla  2012 GLi Limited Edition 1.3 VVTi for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-11362663,PKR 27.4 lacs,Other,Other,Other,Other,,Pending,2740000.0,Toyota,14.82346884332769,0,0,0,0,0,Toyota
Honda Vezel  2020 Hybrid Z Honda Sensing  for Sale,https://www.pakwheels.com/used-cars/honda-vezel-2020-for-sale-in-faisalabad-11362659,PKR 74 lacs,Other,Other,Other,Other,,Pending,7400000.0,Honda,15.816990693309524,0,0,0,0,0,Honda
Toyota Corolla Fielder  2015 Hybrid for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2015-for-sale-in-mardan-11362539,PKR 48 lacs,Other,Other,Other,Other,,Pending,4800000.0,Toyota,15.38412668421143,0,0,0,0,0,Toyota
Suzuki Liana  2007 RXi for Sale,https://www.pakwheels.com/used-cars/suzuki-liana-2007-for-sale-in-lahore-11362657,PKR 16 lacs,Other,Other,Other,Other,,Pending,1600000.0,Suzuki,14.285514812209815,0,0,0,0,0,Suzuki
Changan M9  2024 Base Model 1.0 for Sale,https://www.pakwheels.com/used-cars/changan-m9-2024-for-sale-in-dina-11362656,PKR 24 lacs,Other,Other,Other,Other,,Pending,2400000.0,Changan,14.690979711984754,0,0,0,0,0,Changan
Hyundai Tucson  2022 AWD A/T Ultimate for Sale,https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-rawalpindi-11362655,PKR 74.8 lacs,Other,Other,Other,Other,,Pending,7480000.0,Hyundai,15.827743483640491,0,0,0,0,0,Hyundai
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11362654,PKR 51.3 lacs,Other,Other,Other,Other,,Pending,5130000.0,Honda,15.450616412078707,0,0,0,0,0,Honda
Suzuki Cultus  2016 Limited Edition for Sale,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-lahore-11362647,PKR 16.65 lacs,Other,Other,Other,Other,,Pending,1664999.0,Suzuki,14.325335681396682,0,0,0,0,0,Suzuki
Honda Civic  2009  for Sale,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-sargodha-11362650,PKR 22 lacs,Other,Other,Other,Other,,Pending,2200000.0,Honda,14.603968372873895,0,0,0,0,0,Honda
MG HS  2021 Trophy for Sale,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-islamabad-11163623,PKR 62 lacs,Other,Other,Other,Other,,Pending,6200000.0,MG,15.64006001130563,0,0,0,0,0,MG
"Suzuki Mehran  2011 VXR (CNG) for Sale
4/10",https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-karachi-11362545,PKR 8.5 lacs,Other,Other,Other,Other,,Pending,850000.0,Suzuki,13.652992804936396,0,0,0,0,0,Suzuki
Toyota Corolla Axio  2007 X 1.5 for Sale,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2007-for-sale-in-mardan-11362649,PKR 32 lacs,Other,Other,Other,Other,,Pending,3200000.0,Toyota,14.978661680269907,0,0,0,0,0,Toyota
Changan Oshan X7  2025 FutureSense for Sale,https://www.pakwheels.com/used-cars/changan-oshan-x7-2025-for-sale-in-lahore-11362648,PKR 84.5 lacs,Other,Other,Other,Other,,Pending,8450000.0,Changan,15.949677117676545,0,0,0,0,0,Changan
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-peshawar-11351966,PKR 58.5 lacs,Other,Other,Other,Other,,Pending,5850000.0,Honda,15.581952390148196,0,0,0,0,0,Honda
Suzuki Alto  2022 VXR for Sale,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-sukkur-11362646,PKR 25.9 lacs,Other,Other,Other,Other,,Pending,2590000.0,Suzuki,14.767168819776032,0,0,0,0,0,Suzuki
Honda Civic Rebirth 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-faisalabad-11362645,PKR 30.5 lacs,Other,Other,Other,Other,,Pending,3050000.0,Honda,14.930652476452392,0,0,0,0,0,Honda
